CODIGO ;NOMBRE O DENOMINACION;CLASIFICACION
415045;CUOTAS DE ADMINISTRACION - CONSORCIOS ;SUBCUENTA
415050;REAJUSTE DEL SISTEMA - CONSORCIOS ;SUBCUENTA
415055;ELIMINACION DE SUSCRIPTORES - CONSORCIOS ;SUBCUENTA
415060;CUOTAS DE INGRESO O RETIRO - SOCIEDAD ADMINISTRADORA ;SUBCUENTA
415065;SERVICIOS A COMISIONISTAS ;SUBCUENTA
415070;INSCRIPCIONES Y CUOTAS ;SUBCUENTA
415075;RECUPERACION DE GARANTIAS ;SUBCUENTA
415095;ACTIVIDADES CONEXAS ;SUBCUENTA
415099;AJUSTES POR INFLACION ;SUBCUENTA
4155;ACTIVIDADES INMOBILIARIAS, EMPRESARIALES Y DE ALQUILER ;CUENTA
415505;ARRENDAMIENTOS DE BIENES INMUEBLES ;SUBCUENTA
415510;INMOBILIARIAS POR RETRIBUCION O CONTRATA ;SUBCUENTA
415515;ALQUILER EQUIPO DE TRANSPORTE ;SUBCUENTA
415520;ALQUILER MAQUINARIA Y EQUIPO ;SUBCUENTA
415525;ALQUILER DE EFECTOS PERSONALES Y ENSERES DOMESTICOS ;SUBCUENTA
415530;CONSULTORIA EN EQUIPO Y PROGRAMAS DE INFORMATICA ;SUBCUENTA
415535;PROCESAMIENTO DE DATOS ;SUBCUENTA
415540;MANTENIMIENTO Y REPARACION DE MAQUINARIA DE OFICINA ;SUBCUENTA
415545;INVESTIGACIONES CIENTIFICAS Y DE DESARROLLO ;SUBCUENTA
415550;ACTIVIDADES EMPRESARIALES DE CONSULTORIA ;SUBCUENTA
415555;PUBLICIDAD ;SUBCUENTA
415560;DOTACION DE PERSONAL ;SUBCUENTA
415565;INVESTIGACION Y SEGURIDAD ;SUBCUENTA
415570;LIMPIEZA DE INMUEBLES ;SUBCUENTA
415575;FOTOGRAFIA ;SUBCUENTA
415580;ENVASE Y EMPAQUE ;SUBCUENTA
415585;FOTOCOPIADO ;SUBCUENTA
415590;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO ;SUBCUENTA
415595;ACTIVIDADES CONEXAS ;SUBCUENTA
415599;AJUSTES POR INFLACION ;SUBCUENTA
4160;ENSEÑANZA ;CUENTA
416005;ACTIVIDADES RELACIONADAS CON LA EDUCACION ;SUBCUENTA
416095;ACTIVIDADES CONEXAS ;SUBCUENTA
416099;AJUSTES POR INFLACION ;SUBCUENTA
4165;SERVICIOS SOCIALES Y DE SALUD ;CUENTA
416505;SERVICIO HOSPITALARIO ;SUBCUENTA
416510;SERVICIO MEDICO ;SUBCUENTA
416515;SERVICIO ODONTOLOGICO ;SUBCUENTA
416520;SERVICIO DE LABORATORIO ;SUBCUENTA
416525;ACTIVIDADES VETERINARIAS ;SUBCUENTA
416530;ACTIVIDADES DE SERVICIOS SOCIALES ;SUBCUENTA
416595;ACTIVIDADES CONEXAS ;SUBCUENTA
416599;AJUSTES POR INFLACION ;SUBCUENTA
4170;OTRAS ACTIVIDADES DE SERVICIOS COMUNITARIOS, SOCIALES Y PERSONALES ;CUENTA
417005;ELIMINACION DE DESPERDICIOS Y AGUAS RESIDUALES ;SUBCUENTA
417010;ACTIVIDADES DE ASOCIACION ;SUBCUENTA
417015;PRODUCCION Y DISTRIBUCION DE FILMES Y VIDEOCINTAS ;SUBCUENTA
417020;EXHIBICION DE FILMES Y VIDEOCINTAS ;SUBCUENTA
417025;ACTIVIDAD DE RADIO Y TELEVISION ;SUBCUENTA
417030;ACTIVIDAD TEATRAL, MUSICAL Y ARTISTICA ;SUBCUENTA
417035;GRABACION Y PRODUCCION DE DISCOS ;SUBCUENTA
417040;ENTRETENIMIENTO Y ESPARCIMIENTO ;SUBCUENTA
417045;AGENCIAS DE NOTICIAS ;SUBCUENTA
417050;LAVANDERIAS Y SIMILARES ;SUBCUENTA
417055;PELUQUERIAS Y SIMILARES ;SUBCUENTA
417060;SERVICIOS FUNERARIOS ;SUBCUENTA
417065;ZONAS FRANCAS ;SUBCUENTA
417095;ACTIVIDADES CONEXAS ;SUBCUENTA
417099;AJUSTES POR INFLACION ;SUBCUENTA
4175;DEVOLUCIONES, REBAJAS Y DESCUENTOS EN VENTAS (DB) ;CUENTA
417501 a 417598 ;;
417599;AJUSTES POR INFLACION ;SUBCUENTA
42;NO OPERACIONALES ;GRUPO
4205;OTRAS VENTAS ;CUENTA
420505;MATERIA PRIMA ;SUBCUENTA
420510;MATERIAL DE DESECHO ;SUBCUENTA
420515;MATERIALES VARIOS ;SUBCUENTA
420520;PRODUCTOS DE DIVERSIFICACION ;SUBCUENTA
420525;EXCEDENTES DE EXPORTACION ;SUBCUENTA
420530;ENVASES Y EMPAQUES ;SUBCUENTA
420535;PRODUCTOS AGRICOLAS ;SUBCUENTA
420540;DE PROPAGANDA ;SUBCUENTA
420545;PRODUCTOS EN REMATE ;SUBCUENTA
420550;COMBUSTIBLES Y LUBRICANTES ;SUBCUENTA
420599;AJUSTES POR INFLACION ;SUBCUENTA
4210;FINANCIEROS ;CUENTA
421005;INTERESES ;SUBCUENTA
421010;REAJUSTE MONETARIO - UPAC ;SUBCUENTA
421015;DESCUENTOS AMORTIZADOS ;SUBCUENTA
421020;DIFERENCIA EN CAMBIO ;SUBCUENTA
421025;FINANCIACION VEHICULOS ;SUBCUENTA
421030;FINANCIACION SISTEMAS DE VIAJES ;SUBCUENTA
421035;ACEPTACIONES BANCARIAS ;SUBCUENTA
421040;DESCUENTOS COMERCIALES CONDICIONADOS ;SUBCUENTA
421045;DESCUENTOS BANCARIOS ;SUBCUENTA
421050;COMISIONES CHEQUES DE OTRAS PLAZAS ;SUBCUENTA
421055;MULTAS Y RECARGOS ;SUBCUENTA
421060;SANCIONES CHEQUES DEVUELTOS ;SUBCUENTA
421095;OTROS ;SUBCUENTA
421099;AJUSTES POR INFLACION ;SUBCUENTA
4215;DIVIDENDOS Y PARTICIPACIONES ;CUENTA
421505;DE SOCIEDADES ANONIMAS Y/O ASIMILADAS ;SUBCUENTA
421510;DE SOCIEDADES LIMITADAS Y/O ASIMILADAS ;SUBCUENTA
421599;AJUSTES POR INFLACION ;SUBCUENTA
4220;ARRENDAMIENTOS ;CUENTA
422005;TERRENOS ;SUBCUENTA
422010;CONSTRUCCIONES Y EDIFICIOS ;SUBCUENTA
422015;MAQUINARIA Y EQUIPO ;SUBCUENTA
422020;EQUIPO DE OFICINA ;SUBCUENTA
422025;EQUIPO DE COMPUTACION Y COMUNICACION ;SUBCUENTA
422030;EQUIPO MEDICO - CIENTIFICO ;SUBCUENTA
422035;EQUIPO DE HOTELES Y RESTAURANTES ;SUBCUENTA
422040;FLOTA Y EQUIPO DE TRANSPORTE ;SUBCUENTA
422045;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO ;SUBCUENTA
422050;FLOTA Y EQUIPO AEREO ;SUBCUENTA
422055;FLOTA Y EQUIPO FERREO ;SUBCUENTA
422060;ACUEDUCTOS PLANTAS Y REDES ;SUBCUENTA
422062;ENVASES Y EMPAQUES ;SUBCUENTA
422065;PLANTACIONES AGRICOLAS Y FORESTALES ;SUBCUENTA
422070;AERODROMOS ;SUBCUENTA
422075;SEMOVIENTES ;SUBCUENTA
422099;AJUSTES POR INFLACION ;SUBCUENTA
4225;COMISIONES ;CUENTA
422505;SOBRE INVERSIONES ;SUBCUENTA
422510;DE CONCESIONARIOS ;SUBCUENTA
422515;DE ACTIVIDADES FINANCIERAS ;SUBCUENTA
422520;POR VENTA DE SERVICIOS DE TALLER ;SUBCUENTA
422525;POR VENTA DE SEGUROS ;SUBCUENTA
422530;POR INGRESOS PARA TERCEROS ;SUBCUENTA
422535;POR DISTRIBUCION DE PELICULAS ;SUBCUENTA
422540;DERECHOS DE AUTOR ;SUBCUENTA
422545;DERECHOS DE PROGRAMACION ;SUBCUENTA
422599;AJUSTES POR INFLACION ;SUBCUENTA
4230;HONORARIOS ;CUENTA
423005;ASESORIAS ;SUBCUENTA
423010;ASISTENCIA TECNICA ;SUBCUENTA
423015;ADMINISTRACION DE VINCULADAS ;SUBCUENTA
423099;AJUSTES POR INFLACION ;SUBCUENTA
4235;SERVICIOS ;CUENTA
423505;DE BASCULA ;SUBCUENTA
423510;DE TRANSPORTE ;SUBCUENTA
423515;DE PRENSA ;SUBCUENTA
423520;ADMINISTRATIVOS ;SUBCUENTA
423525;TECNICOS ;SUBCUENTA
423530;DE COMPUTACION ;SUBCUENTA
423535;DE TELEFAX ;SUBCUENTA
423540;TALLER DE VEHICULOS ;SUBCUENTA
423545;DE RECEPCION DE AERONAVES ;SUBCUENTA
423550;DE TRANSPORTE PROGRAMA GAS NATURAL ;SUBCUENTA
423555;POR CONTRATOS ;SUBCUENTA
423560;DE TRILLLA ;SUBCUENTA
423565;DE MANTENIMIENTO ;SUBCUENTA
423570;AL PERSONAL ;SUBCUENTA
423575;DE CASINO ;SUBCUENTA
423580;FLETES ;SUBCUENTA
423585;ENTRE COMPAÑIAS ;SUBCUENTA
423595;OTROS ;SUBCUENTA
423599;AJUSTES POR INFLACION ;SUBCUENTA
4240;UTILIDAD EN VENTA DE INVERSIONES ;CUENTA
424005;ACCIONES ;SUBCUENTA
424010;CUOTAS O PARTES DE INTERES SOCIAL ;SUBCUENTA
424015;BONOS ;SUBCUENTA
424020;CEDULAS ;SUBCUENTA
424025;CERTIFICADOS ;SUBCUENTA
424030;PAPELES COMERCIALES ;SUBCUENTA
424035;TITULOS ;SUBCUENTA
424045;DERECHOS FIDUCIARIOS ;SUBCUENTA
424050;OBLIGATORIAS ;SUBCUENTA
424095;OTRAS ;SUBCUENTA
424099;AJUSTES POR INFLACION ;SUBCUENTA
4245;UTILIDAD EN VENTA DE PROPIEDADES PLANTA Y EQUIPO ;CUENTA
424504;TERRENOS ;SUBCUENTA
424506;MATERIALES INDUSTRIA PETROLERA ;SUBCUENTA
424508;CONSTRUCCIONES EN CURSO ;SUBCUENTA
424512;MAQUINARIA EN MONTAJE ;SUBCUENTA
424516;CONSTRUCCIONES Y EDIFICACIONES ;SUBCUENTA
424520;MAQUINARIA Y EQUIPO ;SUBCUENTA
424524;EQUIPO DE OFICINA ;SUBCUENTA
424528;EQUIPO DE COMPUTACION Y COMUNICACION ;SUBCUENTA
424532;EQUIPO MEDICO - CIENTIFICO ;SUBCUENTA
424536;EQUIPO DE HOTELES Y RESTAURANTES ;SUBCUENTA
424540;FLOTA Y EQUIPO DE TRANSPORTE ;SUBCUENTA
424544;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO ;SUBCUENTA
424548;FLOTA Y EQUIPO AEREO ;SUBCUENTA
424552;FLOTA Y EQUIPO FERREO ;SUBCUENTA
424556;ACUEDUCTOS PLANTAS Y REDES ;SUBCUENTA
424560;ARMAMENTO DE VIGILANCIA ;SUBCUENTA
424562;ENVASES Y EMPAQUES ;SUBCUENTA
424564;PLANTACIONES AGRICOLAS Y FORESTALES ;SUBCUENTA
424568;VIAS DE COMUNICACION ;SUBCUENTA
424572;MINAS Y CANTERAS ;SUBCUENTA
424580;POZOS ARTESIANOS ;SUBCUENTA
424584;YACIMIENTOS ;SUBCUENTA
424588;SEMOVIENTES ;SUBCUENTA
424599;AJUSTES POR INFLACION ;SUBCUENTA
4248;UTILIDAD EN VENTA DE OTROS BIENES ;CUENTA
424805;INTANGIBLES ;SUBCUENTA
424810;OTROS ACTIVOS ;SUBCUENTA
424899;AJUSTES POR INFLACION ;SUBCUENTA
4250;RECUPERACIONES ;CUENTA
425005;DEUDAS MALAS ;SUBCUENTA
425010;SEGUROS ;SUBCUENTA
425015;RECLAMOS ;SUBCUENTA
425020;REINTEGRO POR PERSONAL EN COMISION ;SUBCUENTA
425025;REINTEGRO GARANTIAS ;SUBCUENTA
425030;DESCUENTOS CONCEDIDOS ;SUBCUENTA
425035;REINTEGRO PROVISIONES ;SUBCUENTA
425040;GASTOS BANCARIOS ;SUBCUENTA
425045;DE DEPRECIACION ;SUBCUENTA
425050;REINTEGRO DE OTROS COSTOS Y GASTOS ;SUBCUENTA
425099;AJUSTES POR INFLACION ;SUBCUENTA
4255;INDEMNIZACIONES ;CUENTA
425505;POR SINIESTRO ;SUBCUENTA
425510;POR SUMINISTROS ;SUBCUENTA
425515;LUCRO CESANTE COMPAÑIAS DE SEGUROS ;SUBCUENTA
425520;DAÑO EMERGENTE COMPAÑIAS DE SEGUROS ;SUBCUENTA
425525;POR PERDIDA DE MERCANCIA ;SUBCUENTA
425530;POR INCUMPLIMIENTO DE CONTRATOS ;SUBCUENTA
425535;DE TERCEROS ;SUBCUENTA
425540;POR INCAPACIDADES I.S.S. ;SUBCUENTA
425595;OTRAS ;SUBCUENTA
425599;AJUSTES POR INFLACION ;SUBCUENTA
4260;PARTICIPACIONES EN CONCESIONES ;CUENTA
426001 a 426098 ;;
426099;AJUSTES POR INFLACION ;SUBCUENTA
4265;INGRESOS DE EJERCICIOS ANTERIORES ;CUENTA
426501 a 426598 ;;
426599;AJUSTES POR INFLACION ;SUBCUENTA
4275;DEVOLUCIONES, REBAJAS Y DESCUENTOS EN OTRAS VENTAS (DB) ;CUENTA
427501 a 427598 ;;
427599;AJUSTES POR INFLACION ;SUBCUENTA
4295;DIVERSOS ;CUENTA
429503;CERT ;SUBCUENTA
429505;APROVECHAMIENTOS ;SUBCUENTA
429507;AUXILIOS ;SUBCUENTA
429509;DONACIONES ;SUBCUENTA
429511;INGRESOS POR INVESTIGACION Y DESARROLLO ;SUBCUENTA
429513;POR TRABAJOS EJECUTADOS ;SUBCUENTA
429515;REGALIAS ;SUBCUENTA
429517;DERIVADOS DE LAS EXPORTACIONES ;SUBCUENTA
429519;OTROS INGRESOS DE EXPLOTACION ;SUBCUENTA
429521;DE LA ACTIVIDAD GANADERA ;SUBCUENTA
429525;DERECHOS Y LICITACIONES ;SUBCUENTA
429530;INGRESOS POR ELEMENTOS PERDIDOS ;SUBCUENTA
429533;MULTAS Y RECARGOS ;SUBCUENTA
429535;PREAVISOS DESCONTADOS ;SUBCUENTA
429537;RECLAMOS ;SUBCUENTA
429540;RECOBRO DE DAÑOS ;SUBCUENTA
429543;PREMIOS ;SUBCUENTA
429545;BONIFICACIONES ;SUBCUENTA
429547;PRODUCTOS DESCONTADOS ;SUBCUENTA
429549;RECONOCIMIENTOS I.S.S. ;SUBCUENTA
429551;EXCEDENTES ;SUBCUENTA
429553;SOBRANTES DE CAJA MENOR ;SUBCUENTA
429555;SOBRANTES EN LIQUIDACION FLETES ;SUBCUENTA
429557;SUBSIDIOS ESTATALES ;SUBCUENTA
429559;CAPACITACION DISTRIBUIDORES ;SUBCUENTA
429561;DE ESCRITURACION ;SUBCUENTA
429563;REGISTRO PROMESAS DE VENTA ;SUBCUENTA
429567;UTILES, PAPELERIA Y FOTOCOPIAS ;SUBCUENTA
429571;RESULTADOS MATRICULAS Y TRASPASOS ;SUBCUENTA
429573;DECORACIONES ;SUBCUENTA
429575;MANEJO DE CARGA ;SUBCUENTA
429579;HISTORIA CLINICA ;SUBCUENTA
429581;AJUSTE AL PESO ;SUBCUENTA
429583;LLAMADAS TELEFONICAS ;SUBCUENTA
429599;AJUSTES POR INFLACION ;SUBCUENTA
47;AJUSTES POR INFLACION ;GRUPO
4705;CORRECCION MONETARIA ;CUENTA
470505;INVERSIONES (CR) ;SUBCUENTA
470510;INVENTARIOS (CR) ;SUBCUENTA
470515;PROPIEDADES, PLANTA Y EQUIPO (CR) ;SUBCUENTA
470520;INTANGIBLES (CR) ;SUBCUENTA
470525;ACTIVOS DIFERIDOS ;SUBCUENTA
470530;OTROS ACTIVOS (CR) ;SUBCUENTA
470535;PASIVOS SUJETOS DE AJUSTE ;SUBCUENTA
470540;PATRIMONIO ;SUBCUENTA
470545;DEPRECIACION ACUMULADA (DB) ;SUBCUENTA
470550;DEPRECIACION DIFERIDA (CR) ;SUBCUENTA
470555;AGOTAMIENTO ACUMULADO (DB) ;SUBCUENTA
470560;AMORTIZACION ACUMULADA (DB) ;SUBCUENTA
470565;INGRESOS OPERACIONALES (DB) ;SUBCUENTA
470570;INGRESOS NO OPERACIONALES (DB) ;SUBCUENTA
470575;GASTOS OPERACIONALES DE ADMINISTRACION (CR) ;SUBCUENTA
470580;GASTOS OPERACIONALES DE VENTAS (CR) ;SUBCUENTA
470585;GASTOS NO OPERACIONALES (CR) ;SUBCUENTA
470590;COMPRAS (CR) ;SUBCUENTA
470592;COSTO DE VENTAS (CR) ;SUBCUENTA
470594;COSTOS DE PRODUCCION O DE OPERACION (DB) ;SUBCUENTA
5;GASTOS ;CLASE
51;OPERACIONALES DE ADMINISTRACION ;GRUPO
5105;GASTOS DE PERSONAL ;CUENTA
510503;SALARIO INTEGRAL ;SUBCUENTA
510506;SUELDOS ;SUBCUENTA
510512;JORNALES ;SUBCUENTA
510515;HORAS EXTRAS Y RECARGOS ;SUBCUENTA
510518;COMISIONES ;SUBCUENTA
510521;VIATICOS ;SUBCUENTA
510524;INCAPACIDADES ;SUBCUENTA
510527;AUXILIO DE TRANSPORTE ;SUBCUENTA
510530;CESANTIAS ;SUBCUENTA
510533;INTERESES SOBRE CESANTIAS ;SUBCUENTA
510536;PRIMA DE SERVICIOS ;SUBCUENTA
510539;VACACIONES ;SUBCUENTA
510542;PRIMAS EXTRALEGALES ;SUBCUENTA
510545;AUXILIOS ;SUBCUENTA
510548;BONIFICACIONES ;SUBCUENTA
510551;DOTACION Y SUMINISTRO A TRABAJADORES ;SUBCUENTA
510554;SEGUROS ;SUBCUENTA
510557;CUOTAS PARTES PENSIONES DE JUBILACION ;SUBCUENTA
510558;AMORTIZACION CALCULO ACTUARIAL PENSIONES DE JUBILACION ;SUBCUENTA
510559;PENSIONES DE JUBILACION ;SUBCUENTA
510560;INDEMNIZACIONES LABORALES ;SUBCUENTA
510563;CAPACITACION AL PERSONAL ;SUBCUENTA
510566;GASTOS DEPORTIVOS Y DE RECREACION ;SUBCUENTA
510569;APORTES AL I.S.S ;SUBCUENTA
510572;APORTES CAJAS DE COMPENSACION FAMILIAR ;SUBCUENTA
510575;APORTES I.C.B.F. ;SUBCUENTA
510578;SENA ;SUBCUENTA
510581;APORTES SINDICALES ;SUBCUENTA
510584;GASTOS MEDICOS Y DROGAS ;SUBCUENTA
510595;OTROS ;SUBCUENTA
510599;AJUSTES POR INFLACION ;SUBCUENTA
5110;HONORARIOS ;CUENTA
511005;JUNTA DIRECTIVA ;SUBCUENTA
511010;REVISORÍA FISCAL ;SUBCUENTA
511015;AUDITORIA EXTERNA ;SUBCUENTA
511020;AVALUOS ;SUBCUENTA
511025;ASESORIA JURIDICA ;SUBCUENTA
511030;ASESORIA FINANCIERA ;SUBCUENTA
511035;ASESORIA TECNICA ;SUBCUENTA
511095;OTROS ;SUBCUENTA
511099;AJUSTES POR INFLACION ;SUBCUENTA
5115;IMPUESTOS ;CUENTA
511505;INDUSTRIA Y COMERCIO ;SUBCUENTA
511510;DE TIMBRES ;SUBCUENTA
511515;A LA PROPIEDAD RAIZ ;SUBCUENTA
511520;DERECHOS SOBRE INSTRUMENTOS PUBLICOS ;SUBCUENTA
511525;DE VALORIZACION ;SUBCUENTA
511530;DE TURISMO ;SUBCUENTA
511535;TASA POR UTILIZACION DE PUERTOS ;SUBCUENTA
511540;DE VEHICULOS ;SUBCUENTA
511545;DE ESPECTACULOS PUBLICOS ;SUBCUENTA
511550;CUOTAS DE FOMENTO ;SUBCUENTA
511570;IVA DESCONTABLE ;SUBCUENTA
511595;OTROS ;SUBCUENTA
511599;AJUSTES POR INFLACION ;SUBCUENTA
5120;ARRENDAMIENTOS ;CUENTA
512005;TERRENOS ;SUBCUENTA
512010;CONSTRUCCIONES Y EDIFICACIONES ;SUBCUENTA
512015;MAQUINARIA Y EQUIPO ;SUBCUENTA
512020;EQUIPO DE OFICINA ;SUBCUENTA
512025;EQUIPO DE COMPUTACION Y COMUNICACION ;SUBCUENTA
512030;EQUIPO MEDICO - CIENTIFICO ;SUBCUENTA
512035;EQUIPO DE HOTELES Y RESTAURANTES ;SUBCUENTA
512040;FLOTA Y EQUIPO DE TRANSPORTE ;SUBCUENTA
512045;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO ;SUBCUENTA
512050;FLOTA Y EQUIPO AEREO ;SUBCUENTA
512055;FLOTA Y EQUIPO FERREO ;SUBCUENTA
512060;ACUEDUCTOS PLANTAS Y REDES ;SUBCUENTA
512065;AERODROMOS ;SUBCUENTA
512070;SEMOVIENTES ;SUBCUENTA
512095;OTROS ;SUBCUENTA
512099;AJUSTES POR INFLACION ;SUBCUENTA
5125;CONTRIBUCIONES Y AFILIACIONES ;CUENTA
512505;CONTRIBUCIONES ;SUBCUENTA
512510;AFILIACIONES Y SOSTENIMIENTO ;SUBCUENTA
512599;AJUSTES POR INFLACION ;SUBCUENTA
5130;SEGUROS ;CUENTA
513005;MANEJO ;SUBCUENTA
513010;CUMPLIMIENTO ;SUBCUENTA
513015;CORRIENTE DEBIL ;SUBCUENTA
513020;VIDA COLECTIVA ;SUBCUENTA
513025;INCENDIO ;SUBCUENTA
513030;TERREMOTO ;SUBCUENTA
513035;SUSTRACCION Y HURTO ;SUBCUENTA
513040;FLOTA Y EQUIPO DE TRANSPORTE ;SUBCUENTA
513045;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO ;SUBCUENTA
513050;FLOTA Y EQUIPO AEREO ;SUBCUENTA
513055;FLOTA Y EQUIPO FERREO ;SUBCUENTA
513060;RESPONSABILIDAD CIVIL Y EXTRACONTRACTUAL ;SUBCUENTA
513065;VUELO ;SUBCUENTA
513070;ROTURA DE MAQUINARIA ;SUBCUENTA
513075;OBLIGATORIO ACCIDENTE DE TRANSITO ;SUBCUENTA
513080;LUCRO CESANTE ;SUBCUENTA
513095;OTROS ;SUBCUENTA
513099;AJUSTES POR INFLACION ;SUBCUENTA
5135;SERVICIOS ;CUENTA
513505;ASEO Y VIGILANCIA ;SUBCUENTA
513510;TEMPORALES ;SUBCUENTA
513515;ASISTENCIA TECNICA ;SUBCUENTA
513520;PROCESAMIENTO ELECTRONICO DE DATOS ;SUBCUENTA
513525;ACUEDUCTO Y ALCANTARILLADO ;SUBCUENTA
513530;ENERGIA ELECTRICA ;SUBCUENTA
513535;TELEFONO ;SUBCUENTA
513540;CORREO, PORTES Y TELEGRAMAS ;SUBCUENTA
513545;FAX Y TELEX ;SUBCUENTA
513550;TRANSPORTE, FLETES Y ACARREOS ;SUBCUENTA
513555;GAS ;SUBCUENTA
513595;OTROS ;SUBCUENTA
513599;AJUSTES POR INFLACION ;SUBCUENTA
5140;GASTOS LEGALES ;CUENTA
514005;NOTARIALES ;SUBCUENTA
514010;REGISTRO MERCANTIL ;SUBCUENTA
514015;TRAMITES Y LICENCIAS ;SUBCUENTA
514020;ADUANEROS ;SUBCUENTA
514025;CONSULARES ;SUBCUENTA
514095;OTROS ;SUBCUENTA
514099;AJUSTES POR INFLACION ;SUBCUENTA
5145;MANTENIMIENTO Y REPARACIONES ;CUENTA
514505;TERRENOS ;SUBCUENTA
514510;CONSTRUCCIONES Y EDIFICACIONES ;SUBCUENTA
514515;MAQUINARIA Y EQUIPO ;SUBCUENTA
514520;EQUIPO DE OFICINA ;SUBCUENTA
514525;EQUIPO DE COMPUTACION Y COMUNICACION ;SUBCUENTA
514530;EQUIPO MEDICO-CIENTIFICO ;SUBCUENTA
514535;EQUIPO DE HOTELES Y RESTAURANTES ;SUBCUENTA
514540;FLOTA Y EQUIPO DE TRANSPORTE ;SUBCUENTA
514545;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO ;SUBCUENTA
514550;FLOTA Y EQUIPO AEREO ;SUBCUENTA
514555;FLOTA Y EQUIPO FERREO ;SUBCUENTA
514560;ACUEDUCTOS PLANTAS Y REDES ;SUBCUENTA
514565;ARMAMENTO DE VIGILANCIA ;SUBCUENTA
514570;VIAS DE COMUNICACION ;SUBCUENTA
514599;AJUSTES POR INFLACION ;SUBCUENTA
5150;ADECUACION E INSTALACION ;CUENTA
515005;INSTALACIONES ELECTRICAS ;SUBCUENTA
515010;ARREGLOS ORNAMENTALES ;SUBCUENTA
515015;REPARACIONES LOCATIVAS ;SUBCUENTA
515095;OTROS ;SUBCUENTA
515099;AJUSTES POR INFLACION ;SUBCUENTA
5155;GASTOS DE VIAJE ;CUENTA
515505;ALOJAMIENTO Y MANUTENCION ;SUBCUENTA
515510;PASAJES FLUVIALES Y/O MARITIMOS ;SUBCUENTA
515515;PASAJES AEREOS ;SUBCUENTA
515520;PASAJES TERRESTRES ;SUBCUENTA
515525;PASAJES FERREOS ;SUBCUENTA
515595;OTROS ;SUBCUENTA
515599;AJUSTES POR INFLACION ;SUBCUENTA
5160;DEPRECIACIONES ;CUENTA
516005;CONSTRUCCIONES Y EDIFICACIONES ;SUBCUENTA
516010;MAQUINARIA Y EQUIPO ;SUBCUENTA
516015;EQUIPO DE OFICINA ;SUBCUENTA
516020;EQUIPO DE COMPUTACION Y COMUNICACION ;SUBCUENTA
516025;EQUIPO MEDICO - CIENTIFICO ;SUBCUENTA
516030;EQUIPO DE HOTELES Y RESTAURANTES ;SUBCUENTA
516035;FLOTA Y EQUIPO DE TRANSPORTE ;SUBCUENTA
516040;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO ;SUBCUENTA
516045;FLOTA Y EQUIPO AEREO ;SUBCUENTA
516050;FLOTA Y EQUIPO FERREO ;SUBCUENTA
516055;ACUEDUCTOS, PLANTAS Y REDES ;SUBCUENTA
516060;ARMAMENTO DE VIGILANCIA ;SUBCUENTA
516099;AJUSTES POR INFLACION ;SUBCUENTA
5165;AMORTIZACIONES ;CUENTA
516505;VIAS DE COMUNICACION ;SUBCUENTA
516510;INTANGIBLES ;SUBCUENTA
516515;CARGOS DIFERIDOS ;SUBCUENTA
516595;OTRAS ;SUBCUENTA
516599;AJUSTES POR INFLACION ;SUBCUENTA
5195;DIVERSOS ;CUENTA
519505;COMISIONES ;SUBCUENTA
519510;LIBROS, SUSCRIPCIONES, PERIODICOS Y REVISTAS ;SUBCUENTA
519515;MUSICA AMBIENTAL ;SUBCUENTA
519520;GASTOS DE REPRESENTACION Y RELACIONES PUBLICAS ;SUBCUENTA
519525;ELEMENTOS DE ASEO Y CAFETERIA ;SUBCUENTA
519530;UTILES, PAPELERIA Y FOTOCOPIAS ;SUBCUENTA
519535;COMBUSTIBLES Y LUBRICANTES ;SUBCUENTA
;;
519540;ENVASES Y EMPAQUES ;SUBCUENTA
519545;TAXIS Y BUSES ;SUBCUENTA
519550;ESTAMPILLAS ;SUBCUENTA
519555;MICROFILMACION ;SUBCUENTA
519560;CASINO Y RESTAURANTE ;SUBCUENTA
519565;PARQUEADEROS ;SUBCUENTA
519570;INDEMNIZACION POR DAÑOS A TERCEROS ;SUBCUENTA
519575;POLVORA Y SIMILARES ;SUBCUENTA
519595;OTROS ;SUBCUENTA
519599;AJUSTES POR INFLACION ;SUBCUENTA
5199;PROVISIONES ;CUENTA
519905;INVERSIONES ;SUBCUENTA
519910;DEUDORES ;SUBCUENTA
519915;PROPIEDADES, PLANTA Y EQUIPO ;SUBCUENTA
519995;OTROS ACTIVOS ;SUBCUENTA
519999;AJUSTES POR INFLACION ;SUBCUENTA
52;OPERACIONALES DE VENTAS ;GRUPO
5205;GASTOS DE PERSONAL ;CUENTA
520503;SALARIO INTEGRAL ;SUBCUENTA
520506;SUELDOS ;SUBCUENTA
520512;JORNALES ;SUBCUENTA
520515;HORAS EXTRAS Y RECARGOS ;SUBCUENTA
520518;COMISIONES ;SUBCUENTA
520521;VIATICOS ;SUBCUENTA
520524;INCAPACIDADES ;SUBCUENTA
520527;AUXILIO DE TRANSPORTE ;SUBCUENTA
520530;CESANTIAS ;SUBCUENTA
